Timestamp,TimeRemaining,BTC_Price,BTC_Open,Diff,Range,Odds,Trend_4h,Trend_1h,RSI_1m,ATR_5m,Hurst,V-UP,V-DN,Sling,Cobra,Coiled,Flag,M_Score,M_Status,Scanners,Up_Ask,Dn_Ask,Up_Bid,Dn_Bid,Shares_UP,Shares_DN,Sim_Bal,Live_Bal,Risk_Bal
2026-04-01 20:53:42,78s,68338.60,68285.50,53.10,53.10,71.0,NEUTRAL,W-UP,40.5,61.91,0.500,75,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.845,0.155,0.860,0.150,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:53:48,72s,68338.50,68285.50,53.00,53.10,75.0,NEUTRAL,W-UP,40.5,61.91,0.500,69,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.865,0.125,0.880,0.130,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:53:54,66s,68338.60,68285.50,53.10,53.10,72.0,NEUTRAL,W-UP,39.5,61.91,0.500,79,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.850,0.135,0.870,0.150,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:53:57,00:00,68338.60,68285.50,53.10,53.10,72.0,NEUTRAL,W-UP,39.5,61.91,0.500,79,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.850,0.135,0.870,0.150,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:54:00,60s,68338.50,68285.50,53.00,53.10,29.0,NEUTRAL,W-UP,39.0,61.91,0.500,31,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.685,0.340,0.670,0.380,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:54:07,53s,68307.10,68285.50,21.60,53.10,17.0,NEUTRAL,W-UP,35.8,61.91,0.500,26,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.620,0.420,0.610,0.440,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:54:13,47s,68307.20,68285.50,21.70,53.10,-10.0,NEUTRAL,W-UP,35.3,44.24,0.500,8,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.495,0.530,0.480,0.580,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:54:13,00:00,68307.20,68285.50,21.70,53.10,-10.0,NEUTRAL,W-UP,35.3,44.24,0.500,8,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.495,0.530,0.480,0.580,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:54:19,41s,68300.70,68285.50,15.20,53.10,-53.0,NEUTRAL,W-UP,33.6,48.06,0.500,2,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.250,0.755,0.240,0.770,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:54:26,34s,68285.60,68285.50,0.10,53.10,27.0,NEUTRAL,W-UP,33.2,48.86,0.500,40,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.445,0.380,0.600,0.330,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:54:28,00:00,68285.60,68285.50,0.10,53.10,27.0,NEUTRAL,W-UP,33.2,48.86,0.500,40,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.445,0.380,0.600,0.330,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:54:32,28s,68285.50,68285.50,0.00,53.10,41.0,NEUTRAL,W-UP,35.5,48.86,0.500,39,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.710,0.280,0.710,0.300,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:54:39,21s,68295.21,68285.50,9.71,53.10,71.0,NEUTRAL,W-UP,36.9,50.19,0.500,56,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.845,0.150,0.850,0.140,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:54:44,00:00,68295.21,68285.50,9.71,53.10,71.0,NEUTRAL,W-UP,36.9,50.19,0.500,56,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.845,0.150,0.850,0.140,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:54:47,13s,68295.21,68285.50,9.71,53.10,54.0,NEUTRAL,W-UP,35.7,50.19,0.500,38,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.780,0.205,0.770,0.230,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:54:53,7s,68295.21,68285.50,9.71,53.10,87.0,NEUTRAL,W-UP,35.7,50.19,0.500,54,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.905,0.070,0.930,0.060,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:55:00,00:00,68295.21,68285.50,9.71,53.10,87.0,NEUTRAL,W-UP,35.7,50.19,0.500,54,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.905,0.070,0.930,0.060,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:55:01,0s,68328.12,68285.50,42.62,53.10,98.0,NEUTRAL,W-UP,36.7,50.19,0.500,49,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.980,0.010,0.990,0.010,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:55:07,293s,68308.90,68308.90,0.00,0.00,3.0,NEUTRAL,W-UP,36.7,50.19,0.500,5,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.540,0.475,0.530,0.500,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:55:15,00:00,68308.90,68308.90,0.00,0.00,3.0,NEUTRAL,W-UP,36.7,50.19,0.500,5,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.540,0.475,0.530,0.500,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:55:16,284s,68311.67,68308.90,2.77,2.77,-2.0,NEUTRAL,W-UP,36.1,34.75,0.500,15,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.475,0.510,0.480,0.500,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:55:23,277s,68308.90,68308.90,0.00,2.77,7.0,NEUTRAL,W-UP,36.1,34.75,0.500,20,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.515,0.470,0.530,0.460,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:55:29,271s,68308.90,68308.90,0.00,2.77,11.0,NEUTRAL,W-UP,37.6,35.77,0.500,22,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.565,0.445,0.570,0.460,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:55:31,00:00,68308.90,68308.90,0.00,2.77,11.0,NEUTRAL,W-UP,37.6,35.77,0.500,22,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.565,0.445,0.570,0.460,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:55:36,264s,68311.67,68308.90,2.77,2.77,26.0,NEUTRAL,W-UP,37.6,35.77,0.500,54,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.590,0.380,0.610,0.350,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:55:43,257s,68331.60,68308.90,22.70,22.70,28.0,NEUTRAL,W-UP,40.1,38.72,0.500,47,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.625,0.370,0.640,0.360,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:55:47,00:00,68331.60,68308.90,22.70,22.70,28.0,NEUTRAL,W-UP,40.1,38.72,0.500,47,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.625,0.370,0.640,0.360,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:55:49,251s,68331.60,68308.90,22.70,22.70,27.0,NEUTRAL,W-UP,40.1,38.72,0.500,41,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.655,0.365,0.660,0.390,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:55:56,244s,68311.88,68308.90,2.98,22.70,29.0,NEUTRAL,W-UP,39.7,38.72,0.500,43,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.625,0.365,0.640,0.350,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:56:03,237s,68311.88,68308.90,2.98,22.70,29.0,NEUTRAL,W-UP,39.7,38.72,0.500,39,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.655,0.355,0.660,0.370,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:56:03,00:00,68311.88,68308.90,2.98,22.70,29.0,NEUTRAL,W-UP,39.7,38.72,0.500,39,0,OFF,OFF,OFF,WAIT_DATA,0,NEUTRAL,0,0.655,0.355,0.660,0.370,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:56:11,229s,68311.88,68308.90,2.98,22.70,23.0,NEUTRAL,W-UP,38.8,32.42,0.500,49,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.590,0.385,0.610,0.380,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:56:17,223s,68331.70,68308.90,22.80,22.80,29.0,NEUTRAL,W-UP,40.2,32.91,0.500,50,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.640,0.355,0.650,0.360,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:56:18,00:00,68331.70,68308.90,22.80,22.80,29.0,NEUTRAL,W-UP,40.2,32.91,0.500,50,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.640,0.355,0.650,0.360,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:56:26,214s,68330.57,68308.90,21.67,22.80,28.0,NEUTRAL,W-UP,41.4,34.36,0.500,33,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.660,0.360,0.650,0.370,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:56:33,207s,68331.60,68308.90,22.70,22.80,24.0,NEUTRAL,W-UP,40.2,34.36,0.500,43,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.615,0.380,0.620,0.380,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:56:34,00:00,68331.60,68308.90,22.70,22.80,24.0,NEUTRAL,W-UP,40.2,34.36,0.500,43,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.615,0.380,0.620,0.380,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:56:39,201s,68331.70,68308.90,22.80,22.80,11.0,NEUTRAL,W-UP,40.2,34.36,0.500,18,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.585,0.445,0.590,0.480,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:56:46,194s,68331.60,68308.90,22.70,22.80,-2.0,NEUTRAL,W-UP,37.2,37.26,0.500,26,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.475,0.520,0.490,0.510,0.00,0.00,100.00,0.00,100.00
2026-04-01 20:56:49,00:00,68331.60,68308.90,22.70,22.80,-2.0,NEUTRAL,W-UP,37.2,37.26,0.500,26,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.475,0.520,0.490,0.510,0.00,0.00,100.00,93.04,100.00
2026-04-01 20:56:52,188s,68312.80,68308.90,3.90,22.80,11.0,NEUTRAL,W-UP,38.4,37.26,0.500,8,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.590,0.445,0.600,0.490,15.52,0.00,91.00,0.00,100.00
2026-04-01 20:57:04,176s,68338.23,68308.90,29.33,29.33,8.0,NEUTRAL,W-UP,38.9,37.26,0.500,29,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.550,0.460,0.540,0.460,15.52,0.00,91.00,0.00,100.00
2026-04-01 20:57:05,00:00,68338.23,68308.90,29.33,29.33,8.0,NEUTRAL,W-UP,38.9,37.26,0.500,29,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.550,0.460,0.540,0.460,15.52,0.00,91.00,93.04,91.00
2026-04-01 20:57:10,170s,68314.40,68308.90,5.50,29.33,-12.0,NEUTRAL,W-UP,36.5,29.99,0.500,7,0,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.435,0.560,0.430,0.550,15.52,0.00,91.00,0.00,100.00
2026-04-01 20:57:17,163s,68313.90,68308.90,5.00,29.33,-31.0,NEUTRAL,W-UP,36.2,30.60,0.500,0,3,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.370,0.655,0.360,0.670,15.52,0.00,91.00,0.00,100.00
2026-04-01 20:57:20,00:00,68313.90,68308.90,5.00,29.33,-31.0,NEUTRAL,W-UP,36.2,30.60,0.500,0,3,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.370,0.655,0.360,0.670,15.52,0.00,91.00,93.04,91.00
2026-04-01 20:57:23,157s,68301.00,68308.90,-7.90,37.23,-42.0,NEUTRAL,W-UP,34.9,33.16,0.500,0,9,OFF,OFF,OFF,WAIT_DATA,1,BUY_UP,1,0.305,0.705,0.290,0.710,15.52,30.00,70.00,0.00,100.00
2026-04-01 20:57:30,150s,68301.10,68308.90,-7.80,37.23,-53.0,NEUTRAL,W-UP,34.3,34.53,0.500,0,29,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.240,0.760,0.240,0.770,15.52,30.00,70.00,0.00,100.00
2026-04-01 20:57:35,00:00,68301.10,68308.90,-7.80,37.23,-53.0,NEUTRAL,W-UP,34.3,34.53,0.500,0,29,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.240,0.760,0.240,0.770,15.52,30.00,70.00,93.04,70.00
2026-04-01 20:57:36,144s,68286.90,68308.90,-22.00,51.33,-50.0,NEUTRAL,W-UP,32.8,37.73,0.500,0,22,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.230,0.755,0.240,0.740,15.52,30.00,70.00,0.00,100.00
2026-04-01 20:57:42,138s,68279.30,68308.90,-29.60,58.93,-53.0,NEUTRAL,W-UP,33.4,37.73,0.500,0,22,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.230,0.770,0.240,0.770,15.52,30.00,70.00,0.00,100.00
2026-04-01 20:57:50,130s,68299.60,68308.90,-9.30,58.93,-57.0,NEUTRAL,W-UP,33.4,37.73,0.500,0,36,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.215,0.785,0.220,0.790,15.52,30.00,70.00,0.00,100.00
2026-04-01 20:57:51,00:00,68299.60,68308.90,-9.30,58.93,-57.0,NEUTRAL,W-UP,33.4,37.73,0.500,0,36,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.215,0.785,0.220,0.790,15.52,30.00,70.00,93.04,70.00
2026-04-01 20:57:56,124s,68270.40,68308.90,-38.50,67.83,-63.0,NEUTRAL,W-UP,33.1,37.73,0.500,0,29,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.190,0.815,0.190,0.820,15.52,30.00,70.00,0.00,100.00
2026-04-01 20:58:02,118s,68270.30,68308.90,-38.60,67.93,-58.0,NEUTRAL,W-UP,33.0,37.73,0.500,0,21,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.190,0.795,0.210,0.790,15.52,30.00,70.00,0.00,100.00
2026-04-01 20:58:06,00:00,68270.30,68308.90,-38.60,67.93,-58.0,NEUTRAL,W-UP,33.0,37.73,0.500,0,21,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.190,0.795,0.210,0.790,15.52,30.00,70.00,93.04,70.00
2026-04-01 20:58:08,112s,68270.30,68308.90,-38.60,67.93,-77.0,NEUTRAL,W-UP,33.2,30.19,0.500,0,48,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.125,0.880,0.120,0.890,15.52,30.00,70.00,0.00,100.00
2026-04-01 20:58:17,103s,68269.96,68308.90,-38.94,68.27,-62.0,NEUTRAL,W-UP,33.2,33.00,0.500,0,27,OFF,OFF,OFF,OFF,0,NEUTRAL,0,0.200,0.800,0.220,0.840,15.52,30.00,70.00,0.00,100.00
